1	1	100.136775890180260262241063173860	0.203455
1	2	509.255831469524935073422966524959	0.188496
1	3	597.619788082016611951985396444798	0.187498
1	4	2135.614510139670528587885200977325	0.185504
1	5	472.017517688681380150228505954146	0.183510
1	6	2007.378037786934328323695808649063	0.181514
1	7	936.712607967874987480172421783209	0.183510
1	8	1712.511114431527630586060695350170	0.187498
1	9	1397.801205926174816340790130198002	0.185503
1	10	417.014836254365320655779214575887	0.199468
1	11	462.737318925991530704777687788010	0.188496
1	12	1300.716906019387124615604989230633	0.192484
1	13	283.021852243432306295289890840650	0.189492
1	14	861.122936424137492394947912544012	0.183509
1	15	482.894559946132517325168009847403	0.183509
1	16	482.912230965332355481223203241825	0.185504
1	17	401.473952773567816620925441384315	0.185503
1	18	3227.182660873634176823543384671211	0.185504
1	19	557.263795764568499180313665419817	0.186501
1	20	329.434906262747517757816240191460	0.183509
1	21	487.228696941431905997887952253222	0.184506
1	22	1145.124103787049762104288674890995	0.183509
1	23	131.067598056418034957459894940257	0.185503
1	24	604.456845272031728200090583413839	0.183509
1	25	938.935910357226930500473827123642	0.184507
1	26	226.563326457080449927161680534482	0.182512
1	27	185.011325112475589094174210913479	0.180517
1	28	1198.444989259466410658205859363079	0.186501
1	29	128.842401039663258188738836906850	0.186501
1	30	656.581652938331558289064560085535	0.182512
2	1	204.645463929750405895902076736093	0.177526
2	2	752.950200677139832805551122874022	0.179520
2	3	970.711590644760121904255356639624	0.176528
2	4	200.176912169448030454077525064349	0.175531
2	5	2766.181869965977512038080021739006	0.180517
2	6	1443.112316014006864861585199832916	0.179519
2	7	634.618454305289787953370250761509	0.180517
2	8	404.583149573342666371900122612715	0.177526
2	9	795.945311067162833751353900879622	0.177525
2	10	1722.959940894560304514016024768353	0.180517
2	11	2547.633876832116584409959614276886	0.179520
2	12	227.314330732396058465383248403668	0.182512
2	13	6239.301379408761931699700653553009	0.180518
2	14	335.521550492454025516053661704063	0.178522
2	15	210.466816265354736970039084553719	0.180517
2	16	2240.990138779502558463718742132187	0.175531
2	17	353.610211351125940382189583033323	0.178523
2	18	624.014804689682250682380981743336	0.179521
2	19	3672.374830985495009372243657708168	0.179520
2	20	416.265467779644211532286135479808	0.177525
2	21	1969.822479197825941810151562094688	0.178522
2	22	1182.662767098597214499022811651230	0.180518
2	23	1279.467003992613172158598899841309	0.179520
2	24	1884.289632562101587609504349529743	0.178522
2	25	343.620632084936914907302707433701	0.177525
2	26	229.139558851125570981821510940790	0.179520
2	27	4760.761413741091928386595100164413	0.175530
2	28	1794.227873305056846220395527780056	0.177525
2	29	442.413520149443399986921576783061	0.178523
2	30	390.824550032416709655080921947956	0.179520
3	1	310.672615951266436695732409134507	0.180518
3	2	305.012656495333544626191724091768	0.179520
3	3	313.028634360870512409746879711747	0.176528
3	4	301.739953889481398618954699486494	0.179520
3	5	324.046018220504663531755795702338	0.179520
3	6	306.757643364518287398823304101825	0.177526
3	7	301.732028148086612873157719150186	0.178522
3	8	300.025530880521444032638100907207	0.181515
3	9	309.285014913504824107803869992495	0.176528
3	10	301.895136679977895255433395504951	0.178523
3	11	302.032827885101085030328249558806	0.178522
3	12	315.830127606263943107478553429246	0.179520
3	13	304.993072437281000475195469334722	0.177525
3	14	315.790349372674199912580661475658	0.180518
3	15	300.132610702633940036321291700006	0.182512
3	16	348.859189010472050540556665509939	0.179520
3	17	339.163062694975394606444751843810	0.181515
3	18	308.505783552480352227576076984406	0.178523
3	19	301.975922714836030991136794909835	0.179519
3	20	300.019323118863383115240139886737	0.178522
3	21	305.598834635446110041812062263489	0.177526
3	22	310.546596151303504029783653095365	0.181514
3	23	317.624075770690524223027750849724	0.178521
3	24	306.630260869878497942409012466669	0.178522
3	25	301.565748280778507250943221151829	0.179520
3	26	337.570758147669266691082157194614	0.179520
3	27	310.324461608162039283342892304063	0.176528
3	28	356.043335816605065247131278738379	0.179520
3	29	418.304906367440480607911013066769	0.177524
3	30	302.122352185441229721618583425879	0.177526
4	1	400.806890746340855002927128225565	0.179520
4	2	400.413971913086641052359482273459	0.176528
4	3	400.414213082519438557937974110246	0.178523
4	4	400.567978678809140546945855021477	0.181514
4	5	401.286890969979367582709528505802	0.181515
4	6	400.748401097881242094445042312145	0.179520
4	7	400.670912949073397157917497679591	0.178524
4	8	401.068595080127693108806852251291	0.178522
4	9	400.462718630643905726174125447869	0.178523
4	10	400.822109009492635323113063350320	0.180517
4	11	401.108779010959381139400647953153	0.181514
4	12	400.332484351266316480177920311689	0.181513
4	13	400.525976437403016916505293920636	0.180518
4	14	400.479047789543471935758134350181	0.181515
4	15	400.569199864511574560310691595078	0.181514
4	16	400.478927438825110129982931539416	0.184507
4	17	401.154785861308312178152846172452	0.178522
4	18	400.708326135498793973965803161263	0.179520
4	19	400.646218860981775833352003246546	0.180517
4	20	400.721707531927336276567075401545	0.179520
4	21	400.956062614183679215784650295973	0.181514
4	22	400.606702706371720523748081177473	0.183510
4	23	400.410668988744077978481072932482	0.181515
4	24	400.916128995132282852864591404796	0.181514
4	25	400.562432186394858035782817751169	0.181514
